Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Action,Number of Alerts,Sum of alert weights,Reward,Done,Timestamp
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:18:34.249337
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:18:49.303784
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:19:04.376290
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:19:19.437245
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:19:34.496733
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:19:49.563684
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:20:04.628270
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:20:19.694541
False,False,False,False,False,True,False,6,3,12,-49,False,2023-12-18 14:20:34.757276
False,False,True,False,False,True,False,3,0,0,8,True,2023-12-18 14:20:49.812674
False,False,False,False,False,True,False,6,3,12,-49,False,2023-12-18 14:21:04.869135
False,False,True,False,False,True,False,3,0,0,8,True,2023-12-18 14:21:19.929497
False,False,False,False,True,False,False,5,3,12,-49,False,2023-12-18 14:21:35.016462
False,False,True,False,True,False,False,3,0,0,8,True,2023-12-18 14:21:50.083439
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:22:05.149527
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:22:20.205974
False,False,False,False,False,False,True,7,3,12,-49,False,2023-12-18 14:22:35.267701
False,False,True,False,False,False,True,3,0,0,8,True,2023-12-18 14:22:50.326735
False,False,False,False,True,False,False,5,3,12,-49,False,2023-12-18 14:23:05.381666
False,False,True,False,True,False,False,3,0,0,8,True,2023-12-18 14:23:20.437568
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:23:35.516273
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:23:50.597203
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:24:05.658088
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:24:20.716308
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:24:35.779565
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:24:50.860695
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:25:05.941737
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:25:21.009340
False,True,False,False,False,False,False,2,2,7,-29,False,2023-12-18 14:25:36.079058
False,False,False,False,False,False,False,2,3,12,-48,False,2023-12-18 14:25:51.140389
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:26:06.204041
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:26:21.265016
True,False,False,False,False,False,False,1,2,7,-29,False,2023-12-18 14:26:36.328251
True,False,True,False,False,False,False,3,0,0,8,True,2023-12-18 14:26:51.387931
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:27:06.470957
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:27:21.529827
False,False,False,False,False,False,False,0,3,12,-48,False,2023-12-18 14:27:36.587305
False,False,False,False,False,True,False,6,3,12,-49,False,2023-12-18 14:27:51.643475
False,False,True,False,False,True,False,3,0,0,8,True,2023-12-18 14:28:06.699427
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:28:21.758062
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:28:36.818806
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:28:51.884509
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:29:06.943781
False,False,False,False,True,False,False,5,3,12,-49,False,2023-12-18 14:29:22.004266
False,False,True,False,True,False,False,3,0,0,8,True,2023-12-18 14:29:37.060694
False,False,False,False,True,False,False,5,3,12,-49,False,2023-12-18 14:29:52.125406
False,False,True,False,True,False,False,3,0,0,8,True,2023-12-18 14:30:07.180344
